web_name,position_name,short_name,price,team_id,ownership,form,minutes,goals_scored,assists,clean_sheets,bonus,ict_index,has_injury_news,is_available,pts_per_90,pts_per_million,gc_per_90,appearance_rate,fixture_ease,avg_opp_strength,fixture_count,team_avg_goals_scored,team_avg_goals_conceded,form_tier,ownership_tier,total_points,predicted_xP,value_score,rag_score
Hartman,DEF,BUR,4.0,3,0.0,0.8,1581,0,5,3,0,69.2,0,True,3.130929791271347,13.75,0.2846299810246679,0.5489583333333333,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,55,1.65,0.412,37.13
Maguire,DEF,MUN,4.4,14,0.0,0.0,1199,1,1,5,3,40.3,0,True,4.728940783986656,14.318181818181817,0.1501251042535446,0.4163194444444444,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,63,1.82,0.414,37.11
Martinelli,MID,ARS,6.8,1,0.0,0.5,892,1,4,2,1,64.9,0,True,4.84304932735426,7.0588235294117645,0.5044843049327354,0.3097222222222222,3.0,3.0,6,1.9375,0.75,cold,differential,48,1.51,0.222,37.08
Yoro,DEF,MUN,4.1,14,0.0,1.3,1696,0,1,2,1,52.3,0,True,2.8125,12.926829268292684,0.053066037735849,0.5888888888888889,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,53,1.59,0.388,36.96
Gnonto,MID,LEE,5.1,11,0.0,0.5,416,0,2,1,0,19.5,0,True,5.1923076923076925,4.705882352941177,0.4326923076923077,0.1444444444444444,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,24,0.86,0.169,36.95
Geertruida,DEF,SUN,4.5,17,0.0,1.0,1411,0,0,2,0,42.1,0,True,2.9340892983699507,10.22222222222222,0.0,0.4899305555555555,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,46,1.43,0.318,36.63
Foster,FWD,BUR,4.9,3,0.0,1.2,1296,3,2,4,4,57.0,0,True,3.819444444444444,11.224489795918366,0.3472222222222222,0.45,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,55,1.69,0.345,36.56
J.Timber,DEF,ARS,6.2,1,0.0,0.0,2452,3,6,13,9,125.7,1,True,5.469004893964111,24.032258064516128,0.3303425774877651,0.8513888888888889,3.0,3.0,6,1.9375,0.75,cold,differential,149,1.49,0.24,36.56
Diakité,DEF,BOU,4.1,4,0.0,0.0,1275,0,0,4,2,34.4,0,True,3.247058823529412,11.219512195121952,0.0,0.4427083333333333,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,46,1.49,0.363,36.48
Taty,FWD,WHU,5.5,19,0.0,4.0,942,4,1,5,3,64.0,0,True,4.012738853503184,7.636363636363637,0.4777070063694267,0.3270833333333333,2.6666666666666665,3.333333333333333,6,1.25,1.78125,average,differential,42,1.36,0.247,36.47
Frimpong,DEF,LIV,5.7,12,0.0,2.0,815,0,5,5,1,47.2,0,True,6.294478527607362,10.0,0.5521472392638037,0.2829861111111111,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,57,1.65,0.289,36.3
Robinson,DEF,FUL,4.9,10,0.0,1.7,1118,0,0,3,4,59.2,0,True,3.5420393559928445,8.979591836734693,0.0,0.3881944444444444,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,44,1.35,0.276,36.24
N.Gonzalez,MID,MCI,5.9,13,0.0,0.0,1370,1,0,7,1,52.8,0,True,3.613138686131387,9.322033898305085,0.0656934306569343,0.4756944444444444,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,55,1.65,0.28,36.17
De Cuyper,DEF,BHA,4.3,6,0.0,0.2,1160,2,0,4,6,66.7,0,True,4.810344827586206,14.418604651162791,0.1551724137931034,0.4027777777777778,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,62,1.46,0.34,36.08
Ndoye,MID,NFO,5.5,16,0.0,0.7,1167,1,2,2,4,56.6,0,True,3.8560411311053984,9.090909090909092,0.2313624678663239,0.4052083333333333,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,50,1.52,0.276,35.87
Khusanov,DEF,MCI,5.4,13,0.0,2.0,977,0,0,4,0,27.8,0,True,3.7768679631525073,7.592592592592592,0.0,0.3392361111111111,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,41,1.28,0.237,35.77
Rayan,MID,BOU,5.5,4,0.0,2.2,769,2,2,3,2,43.0,0,True,4.564369310793238,7.090909090909091,0.4681404421326398,0.2670138888888889,2.833333333333333,3.1666666666666665,6,1.5,1.53125,average,differential,39,1.29,0.235,35.71
Boscagli,DEF,BHA,4.2,6,0.0,2.8,619,0,1,2,4,22.5,0,True,4.652665589660743,7.619047619047619,0.1453957996768982,0.2149305555555555,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,average,differential,32,1.08,0.257,35.66
Ajer,DEF,BRE,4.4,5,0.0,0.0,1624,0,2,5,1,57.9,0,True,3.8793103448275854,15.909090909090908,0.1108374384236453,0.5638888888888889,2.5,3.5,6,1.5,1.375,cold,differential,70,1.91,0.434,35.4
Iroegbunam,MID,EVE,4.8,9,0.0,0.7,1117,0,3,8,1,35.3,0,True,4.673231871083258,12.083333333333334,0.2417188898836168,0.3878472222222222,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,58,1.62,0.338,35.15
Trippier,DEF,NEW,4.9,15,0.0,1.0,1501,0,1,5,2,74.0,0,True,3.0579613590939374,10.408163265306122,0.0599600266489007,0.5211805555555555,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,51,1.59,0.324,35.1
Strand Larsen,FWD,CRY,5.9,8,0.0,1.0,1929,4,1,5,3,79.1,0,True,2.9860031104199067,10.847457627118644,0.2332814930015552,0.6697916666666667,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,64,2.07,0.351,35.07
Estêvão,MID,CHE,6.4,7,0.0,0.8,839,2,5,4,4,70.5,0,True,6.221692491060786,9.0625,0.7508939213349225,0.2913194444444444,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,58,1.75,0.273,34.79
Aït-Nouri,DEF,MCI,5.7,13,0.0,0.3,804,0,2,3,7,38.9,0,True,5.037313432835821,7.894736842105263,0.2238805970149253,0.2791666666666667,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,45,1.45,0.254,34.68
White,DEF,ARS,5.1,1,0.0,0.5,484,0,1,3,3,28.5,0,True,5.7644628099173545,6.07843137254902,0.1859504132231405,0.1680555555555555,3.0,3.0,6,1.9375,0.75,cold,differential,31,1.15,0.225,34.65
Lerma,MID,CRY,4.9,8,0.0,2.5,1336,0,5,6,3,58.4,0,True,3.9745508982035926,12.040816326530612,0.3368263473053892,0.4638888888888889,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,average,differential,59,1.66,0.339,34.29
Maatsen,DEF,AVL,4.2,2,0.0,0.3,1263,0,0,2,0,76.9,0,True,2.921615201900237,9.76190476190476,0.0,0.4385416666666666,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,41,1.28,0.305,34.22
Bornauw,DEF,LEE,3.8,11,0.0,0.0,304,0,0,1,0,9.4,0,True,5.032894736842105,4.473684210526316,0.0,0.1055555555555555,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,17,0.6,0.158,34.14
Smith,DEF,BOU,4.4,4,0.0,0.2,805,0,1,4,2,19.8,0,True,4.3602484472049685,8.863636363636363,0.1118012422360248,0.2795138888888889,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,39,1.3,0.295,33.99
Barkley,MID,AVL,4.8,2,0.0,1.7,466,2,1,1,3,38.1,0,True,7.145922746781116,7.708333333333334,0.5793991416309012,0.1618055555555555,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,37,1.14,0.237,33.94
Baleba,MID,BHA,4.5,6,0.0,0.5,1290,0,0,4,0,22.4,0,True,2.9302325581395348,9.333333333333334,0.0,0.4479166666666667,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,42,1.26,0.28,33.85
Møller Wolfe,DEF,WOL,4.2,20,0.0,0.0,839,0,2,1,0,30.0,0,True,3.110846245530393,6.904761904761904,0.2145411203814064,0.2913194444444444,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,29,0.83,0.198,33.84
McNeil,MID,EVE,5.5,9,0.0,1.7,1016,0,3,6,1,45.1,0,True,4.251968503937007,8.727272727272727,0.2657480314960629,0.3527777777777778,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,48,1.43,0.26,33.68
Dominguez,MID,NFO,5.0,16,0.0,0.7,938,1,0,3,3,47.5,0,True,3.742004264392324,7.8,0.0959488272921108,0.3256944444444444,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,39,1.26,0.252,33.55
Ngumoha,MID,LIV,4.3,12,0.0,4.0,286,2,0,2,3,44.6,0,True,9.755244755244757,7.209302325581396,0.6293706293706294,0.0993055555555555,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,31,0.98,0.228,33.43
Florentino,MID,BUR,5.0,3,0.0,0.2,1732,0,2,2,0,58.0,0,True,3.481524249422633,13.4,0.1039260969976905,0.6013888888888889,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,67,1.56,0.312,33.4
Areola,GKP,WHU,4.2,19,0.0,0.0,1800,0,1,0,2,57.9,0,True,2.55,12.142857142857142,0.05,0.625,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,51,1.48,0.352,33.4
Mings,DEF,AVL,4.3,2,0.0,0.0,962,0,1,3,4,34.7,0,True,4.116424116424117,10.232558139534884,0.0935550935550935,0.3340277777777777,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,44,1.25,0.291,33.25
Wilson,FWD,WHU,5.8,19,0.0,0.7,1045,5,2,1,7,71.6,0,True,5.684210526315789,11.379310344827587,0.6028708133971292,0.3628472222222222,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,66,1.56,0.269,33.23
Garnacho,MID,CHE,6.4,7,0.0,0.5,1170,1,4,4,3,90.8,0,True,4.076923076923077,8.28125,0.3846153846153846,0.40625,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,53,1.64,0.256,33.19
Veltman,DEF,BHA,4.3,6,0.0,0.5,844,1,0,1,1,35.8,0,True,3.9454976303317535,8.604651162790699,0.1066350710900473,0.2930555555555555,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,37,1.18,0.274,33.17
Yeremy,MID,CRY,5.8,8,0.0,1.0,1791,2,1,7,3,122.5,0,True,3.4170854271356785,11.724137931034484,0.1507537688442211,0.621875,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,68,1.88,0.324,33.16
Mosquera,DEF,ARS,5.3,1,0.0,0.5,681,0,0,2,1,21.9,0,True,3.8325991189427313,5.471698113207547,0.0,0.2364583333333333,3.0,3.0,6,1.9375,0.75,cold,differential,29,1.02,0.192,33.04
Edwards,MID,BUR,4.7,3,0.0,0.8,977,1,3,1,2,63.5,0,True,4.329580348004094,10.0,0.3684749232343909,0.3392361111111111,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,47,1.41,0.3,33.02
Robertson,DEF,LIV,5.7,12,0.0,2.3,854,0,0,4,4,52.3,0,True,4.531615925058548,7.5438596491228065,0.0,0.2965277777777778,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,43,1.29,0.226,32.9
Humphreys,DEF,BUR,3.9,3,0.0,0.8,1320,0,2,2,1,51.8,0,True,2.863636363636364,10.76923076923077,0.1363636363636363,0.4583333333333333,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,42,1.29,0.331,32.87
Bobb,MID,FUL,5.1,10,0.0,1.3,813,0,2,3,0,51.5,0,True,3.763837638376384,6.666666666666667,0.2214022140221402,0.2822916666666666,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,34,1.12,0.22,32.81
Walker-Peters,DEF,WHU,4.2,19,0.0,2.0,1044,1,0,2,0,44.7,0,True,3.2758620689655173,9.047619047619047,0.0862068965517241,0.3625,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,38,1.15,0.274,32.51
Gallagher,MID,TOT,5.0,18,0.0,1.7,742,0,1,0,0,30.7,0,True,2.911051212938005,4.8,0.1212938005390835,0.2576388888888888,3.0,3.0,6,1.25,1.59375,cold,differential,24,0.77,0.154,32.33
Ekdal,DEF,BUR,3.8,3,0.0,0.2,1269,0,0,2,2,41.9,0,True,3.191489361702128,11.842105263157896,0.0,0.440625,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,45,1.3,0.342,32.25
Mamardashvili,GKP,LIV,4.1,12,0.0,3.7,630,0,0,2,2,19.9,0,True,4.285714285714286,7.317073170731708,0.0,0.21875,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,30,0.9,0.22,32.24
Mayenda,FWD,SUN,5.2,17,0.0,0.3,750,2,0,3,5,35.5,0,True,4.68,7.5,0.24,0.2604166666666667,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,39,1.21,0.233,32.17
Laurent,MID,BUR,4.8,3,0.0,-0.2,1576,1,0,2,1,53.9,0,True,2.855329949238578,10.416666666666668,0.0571065989847715,0.5472222222222223,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,,differential,50,1.46,0.304,31.91
Sancho,MID,AVL,5.8,2,0.0,2.0,752,0,2,2,0,60.1,0,True,3.829787234042553,5.517241379310345,0.2393617021276595,0.2611111111111111,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,32,0.98,0.169,31.81
Piroe,FWD,LEE,4.9,11,0.0,0.0,215,0,0,1,0,13.8,0,True,5.8604651162790695,2.8571428571428568,0.0,0.0746527777777777,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,14,0.45,0.092,31.66
Todibo,DEF,WHU,4.3,19,0.0,0.0,1701,0,1,1,1,46.1,0,True,2.3280423280423284,10.232558139534884,0.0529100529100529,0.590625,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,44,1.34,0.312,31.56
Udogie,DEF,TOT,4.3,18,0.0,1.0,1004,0,1,0,0,40.7,0,True,1.613545816733068,4.186046511627907,0.0896414342629482,0.3486111111111111,3.0,3.0,6,1.25,1.59375,cold,differential,18,0.74,0.172,31.43
J.Ramsey,MID,NEW,5.3,15,0.0,1.7,1141,2,1,1,1,57.2,0,True,3.312883435582822,7.924528301886792,0.2366345311130587,0.3961805555555555,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,42,1.2,0.226,31.35
Muniz,FWD,FUL,5.3,10,0.0,2.0,719,1,1,2,3,38.7,0,True,3.630041724617525,5.471698113207547,0.2503477051460361,0.2496527777777777,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,29,0.9,0.17,31.28
Calafiori,DEF,ARS,5.6,1,0.0,0.0,1446,1,2,11,4,62.2,1,True,5.788381742738589,16.607142857142858,0.1867219917012448,0.5020833333333333,3.0,3.0,6,1.9375,0.75,cold,differential,93,0.94,0.168,31.19
Elanga,MID,NEW,6.5,15,0.0,1.7,1269,0,1,2,0,55.3,0,True,3.191489361702128,6.923076923076923,0.0709219858156028,0.440625,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,45,1.25,0.192,30.96
Douglas Luiz,MID,AVL,4.9,2,0.0,0.7,814,1,1,1,0,53.7,0,True,3.4275184275184274,6.326530612244897,0.2211302211302211,0.2826388888888889,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,31,1.02,0.208,30.93
Cairney,MID,FUL,4.8,10,0.0,1.0,625,1,0,2,1,24.0,0,True,4.608,6.666666666666667,0.144,0.2170138888888889,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,32,0.97,0.202,30.92
Canvot,DEF,CRY,4.5,8,0.0,2.0,791,0,0,4,7,31.8,0,True,5.9165613147914025,11.555555555555555,0.0,0.2746527777777778,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,52,1.37,0.304,30.74
José Sá,GKP,WOL,4.2,20,0.0,0.5,1800,0,0,4,6,44.6,1,True,2.85,13.571428571428571,0.0,0.625,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,57,0.51,0.121,30.72
Gordon,MID,NEW,7.4,15,0.0,4.3,1798,6,4,8,10,130.9,1,True,5.055617352614015,13.648648648648647,0.5005561735261401,0.6243055555555556,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,hot,differential,101,0.85,0.115,30.53
Rigg,MID,SUN,4.7,17,0.0,1.7,637,0,0,3,1,23.6,0,True,3.249607535321821,4.893617021276596,0.0,0.2211805555555555,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,23,0.83,0.177,30.49
J.Cuenca,DEF,FUL,4.3,10,0.0,0.0,931,0,0,2,1,30.7,0,True,3.7701396348012888,9.069767441860463,0.0,0.3232638888888889,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,39,1.02,0.237,30.48
Marmoush,MID,MCI,8.3,13,0.0,0.0,566,1,3,3,4,50.4,0,True,6.360424028268551,4.819277108433735,0.6360424028268551,0.1965277777777777,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,40,1.24,0.149,30.48
Angel,MID,WOL,4.7,20,0.0,1.5,379,0,0,1,0,12.6,1,True,2.849604221635884,2.553191489361702,0.0,0.1315972222222222,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,12,0.37,0.079,30.38
Kilman,DEF,WHU,4.1,19,0.0,0.0,1559,0,0,1,0,50.9,0,True,2.078255291853752,8.78048780487805,0.0,0.5413194444444445,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,36,1.21,0.295,30.29
Mount,MID,MUN,5.9,14,0.0,0.3,813,3,0,3,3,51.9,0,True,5.202952029520295,7.966101694915253,0.3321033210332103,0.2822916666666666,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,47,1.35,0.229,30.29
S.Magassa,MID,WHU,5.0,19,0.0,0.7,969,1,0,2,2,30.9,0,True,3.8080495356037143,8.2,0.0928792569659442,0.3364583333333333,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,41,1.21,0.242,30.22
Morato,DEF,NFO,4.3,16,0.0,0.0,938,0,0,2,1,31.4,0,True,3.3582089552238803,8.13953488372093,0.0,0.3256944444444444,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,35,0.99,0.23,30.12
Murillo,DEF,NFO,5.2,16,0.0,2.3,2089,1,0,6,3,72.8,1,True,3.532790808999521,15.769230769230768,0.0430828147438966,0.7253472222222223,2.833333333333333,3.1666666666666665,6,1.0,1.375,average,differential,82,0.74,0.142,30.03
Kamada,MID,CRY,5.0,8,0.0,0.5,1493,0,2,6,0,56.2,0,True,3.2551908908238447,10.8,0.1205626255860683,0.5184027777777778,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,54,1.54,0.308,29.69
Edozie,MID,WOL,4.3,20,0.0,0.5,11,1,0,0,0,5.8,0,True,57.27272727272727,1.627906976744186,8.181818181818182,0.0038194444444444,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,7,0.42,0.098,29.6
Kostoulas,FWD,BHA,4.8,6,0.0,0.2,300,2,1,1,3,40.1,0,True,9.3,6.458333333333334,0.8999999999999999,0.1041666666666666,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,31,0.96,0.2,29.57
Delap,FWD,CHE,6.2,7,0.0,0.8,838,1,2,2,1,42.4,0,True,4.295942720763723,6.451612903225806,0.3221957040572792,0.2909722222222222,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,40,1.23,0.198,29.56
Johnson,MID,CRY,6.5,8,0.0,1.0,1287,2,1,5,2,62.7,0,True,3.846153846153846,8.461538461538462,0.2097902097902098,0.446875,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,55,1.59,0.245,29.43
Disasi,DEF,WHU,4.5,19,0.0,2.3,720,0,0,4,0,21.3,0,True,3.375,6.0,0.0,0.25,2.6666666666666665,3.333333333333333,6,1.25,1.78125,average,differential,27,0.88,0.196,29.41
Iwobi,MID,FUL,6.3,10,0.0,1.3,2264,4,3,4,13,141.7,1,True,3.895759717314488,15.555555555555555,0.2782685512367491,0.7861111111111111,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,98,0.86,0.137,29.2
Acheampong,DEF,CHE,3.7,7,0.0,0.2,569,1,0,2,5,23.3,0,True,5.377855887521968,9.18918918918919,0.1581722319859402,0.1975694444444444,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,34,1.04,0.281,29.12
Branthwaite,DEF,EVE,5.3,9,0.0,1.3,592,1,1,1,0,26.3,0,True,4.256756756756757,5.283018867924529,0.304054054054054,0.2055555555555555,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,28,1.05,0.198,29.08
Ugarte,MID,MUN,4.7,14,0.0,1.7,876,0,0,1,0,29.8,0,True,3.904109589041096,8.085106382978724,0.0,0.3041666666666666,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,38,0.94,0.2,28.99
Potts,MID,WHU,4.3,19,0.0,0.7,1151,0,1,1,0,36.5,0,True,2.8149435273675065,8.372093023255815,0.0781928757602085,0.3996527777777778,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,36,1.03,0.24,28.93
Madueke,MID,ARS,6.8,1,0.0,0.5,942,2,1,6,6,78.3,1,True,5.254777070063694,8.088235294117647,0.286624203821656,0.3270833333333333,3.0,3.0,6,1.9375,0.75,cold,differential,55,0.7,0.103,28.88
O'Nien,DEF,SUN,4.0,17,0.0,2.7,318,0,0,2,0,5.2,0,True,4.528301886792453,4.0,0.0,0.1104166666666666,2.833333333333333,3.1666666666666665,6,1.03125,1.125,average,differential,16,0.51,0.127,28.73
Tchaouna,MID,BUR,4.8,3,0.0,0.2,846,1,1,2,0,33.2,0,True,4.148936170212766,8.125,0.2127659574468085,0.29375,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,39,1.12,0.233,28.63
Lindelöf,DEF,AVL,4.5,2,0.0,0.7,662,0,1,1,0,18.2,0,True,3.262839879154079,5.333333333333333,0.1359516616314199,0.2298611111111111,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,24,0.78,0.173,28.51
Broja,FWD,BUR,5.2,3,0.0,0.2,815,1,1,1,2,36.2,0,True,4.41717791411043,7.692307692307692,0.2208588957055214,0.2829861111111111,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,40,1.14,0.219,28.46
G.Jesus,FWD,ARS,6.4,1,0.0,0.5,318,2,0,0,0,36.9,0,True,5.09433962264151,2.8125,0.5660377358490566,0.1104166666666666,3.0,3.0,6,1.9375,0.75,cold,differential,18,0.62,0.097,28.2
Pablo,FWD,WHU,5.4,19,0.0,2.3,480,0,1,1,0,21.8,0,True,3.1875,3.148148148148148,0.1875,0.1666666666666666,2.6666666666666665,3.333333333333333,6,1.25,1.78125,average,differential,17,0.82,0.152,28.04
Tosin,DEF,CHE,4.0,7,0.0,0.2,743,0,0,2,2,28.4,0,True,4.118438761776581,8.5,0.0,0.2579861111111111,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,34,0.98,0.245,27.92
Savinho,MID,MCI,6.9,13,0.0,0.3,575,0,2,2,0,46.3,0,True,4.3826086956521735,4.057971014492753,0.3130434782608695,0.1996527777777778,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,28,0.86,0.125,27.79
Heaven,DEF,MUN,3.7,14,0.0,0.7,695,0,1,1,0,23.1,0,True,3.755395683453237,7.837837837837838,0.1294964028776978,0.2413194444444444,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,29,0.86,0.232,27.58
M.Bizot,GKP,AVL,4.2,2,0.0,1.0,495,0,0,1,0,11.8,0,True,2.5454545454545454,3.333333333333333,0.0,0.171875,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,14,0.64,0.152,27.54
Andrey Santos,MID,CHE,4.5,7,0.0,0.8,1063,0,0,1,0,37.5,0,True,2.8786453433678267,7.555555555555555,0.0,0.3690972222222222,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,34,0.92,0.204,27.54
Lacroix,DEF,CRY,5.1,8,0.0,2.0,2575,1,2,10,8,101.0,1,True,4.613592233009709,25.88235294117647,0.1048543689320388,0.8940972222222222,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,132,1.15,0.225,27.5
Awoniyi,FWD,NFO,5.2,16,0.0,1.3,268,2,0,0,1,27.3,0,True,6.716417910447761,3.846153846153846,0.6716417910447761,0.0930555555555555,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,20,0.65,0.125,27.49
Byram,DEF,LEE,3.7,11,0.0,0.0,7,0,0,0,0,0.0,0,True,12.857142857142858,0.2702702702702702,0.0,0.0024305555555555,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,1,0.07,0.019,27.44
Dowman,MID,ARS,4.2,1,0.0,0.5,79,1,1,0,0,13.7,0,True,13.670886075949369,2.857142857142857,2.278481012658228,0.0274305555555555,3.0,3.0,6,1.9375,0.75,cold,differential,12,0.46,0.11,27.37
Buonanotte,MID,LEE,4.6,11,0.0,0.0,69,0,0,0,0,5.0,0,True,2.608695652173913,0.4347826086956522,0.0,0.0239583333333333,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,2,0.07,0.015,27.36
Havertz,FWD,ARS,7.3,1,0.0,0.5,314,0,1,3,0,15.1,0,True,3.726114649681529,1.7808219178082192,0.286624203821656,0.1090277777777777,3.0,3.0,6,1.9375,0.75,cold,differential,13,0.56,0.077,27.35
Aké,DEF,MCI,5.2,13,0.0,0.0,487,0,0,2,1,22.1,0,True,4.989733059548255,5.1923076923076925,0.0,0.1690972222222222,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,27,0.78,0.15,27.32
Ramsdale,GKP,NEW,4.8,15,0.0,1.3,1003,0,0,1,1,21.0,0,True,2.243270189431705,5.208333333333334,0.0,0.3482638888888889,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,25,0.85,0.177,27.24
Bruun Larsen,MID,BUR,5.2,3,0.0,0.2,984,0,1,3,0,43.9,0,True,3.3841463414634148,7.115384615384615,0.0914634146341463,0.3416666666666667,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,37,1.02,0.196,27.13
Hughes,MID,CRY,4.7,8,0.0,1.0,1353,0,1,5,0,54.8,0,True,2.7272727272727275,8.72340425531915,0.0665188470066518,0.4697916666666666,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,41,1.2,0.255,26.95
Bentley,GKP,WOL,3.9,20,0.0,1.0,90,0,0,0,0,0.0,0,True,2.0,0.5128205128205129,0.0,0.03125,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,2,0.13,0.033,26.95
Mazraoui,DEF,MUN,4.9,14,0.0,0.7,724,0,0,2,3,24.5,0,True,3.729281767955801,6.122448979591836,0.0,0.2513888888888889,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,30,0.91,0.186,26.93
