web_name,position_name,short_name,price,team_id,ownership,form,minutes,goals_scored,assists,clean_sheets,bonus,ict_index,has_injury_news,is_available,pts_per_90,pts_per_million,gc_per_90,appearance_rate,fixture_ease,avg_opp_strength,fixture_count,team_avg_goals_scored,team_avg_goals_conceded,form_tier,ownership_tier,total_points,predicted_xP,value_score,rag_score
Igor Jesus,FWD,NFO,5.8,16,0.0,3.3,1882,3,4,8,8,98.0,0,True,3.9691817215727943,14.310344827586208,0.334750265674814,0.6534722222222222,2.833333333333333,3.1666666666666665,6,1.0,1.375,average,differential,83,2.67,0.46,51.86
Neto,MID,CHE,7.0,7,0.0,1.2,2342,5,5,11,8,164.6,0,True,4.265584970111016,15.857142857142858,0.3842869342442357,0.8131944444444444,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,111,3.44,0.491,51.85
Diouf,DEF,WHU,4.1,19,0.0,2.3,2183,0,6,7,3,84.9,0,True,3.628034814475493,21.463414634146343,0.2473660100778744,0.7579861111111111,2.6666666666666665,3.333333333333333,6,1.25,1.78125,average,differential,88,2.66,0.649,51.6
M.Fernandes,MID,WHU,5.5,19,0.0,1.3,2477,3,3,6,6,118.1,0,True,3.960436011303997,19.818181818181817,0.2180056519983851,0.8600694444444444,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,109,3.11,0.565,51.34
J.Palhinha,MID,TOT,5.5,18,0.0,0.7,1826,3,3,4,11,78.7,0,True,4.731653888280395,17.454545454545453,0.2957283680175246,0.6340277777777777,3.0,3.0,6,1.25,1.59375,cold,differential,96,2.64,0.48,50.83
Gruev,MID,LEE,4.7,11,0.0,0.5,1318,0,4,5,3,43.0,0,True,3.8239757207890746,11.914893617021276,0.2731411229135053,0.4576388888888889,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,56,2.03,0.432,50.78
Mykolenko,DEF,EVE,4.9,9,0.0,3.3,2419,0,1,9,2,86.6,0,True,3.2368747416287724,17.755102040816325,0.0372054568003307,0.8399305555555555,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,average,differential,87,2.65,0.541,50.72
Sangaré,MID,NFO,4.9,16,0.0,2.7,1854,2,2,8,2,69.6,0,True,3.8349514563106792,16.122448979591837,0.1941747572815534,0.64375,2.833333333333333,3.1666666666666665,6,1.0,1.375,average,differential,79,2.46,0.502,50.39
Dúbravka,GKP,BUR,4.0,3,0.0,1.0,2880,0,0,4,7,87.9,0,True,2.8125,22.5,0.0,1.0,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,90,2.69,0.673,50.32
Doku,MID,MCI,6.4,13,0.0,2.7,1297,2,7,6,9,139.1,0,True,5.690053970701619,12.8125,0.6245181187355435,0.4503472222222222,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,average,differential,82,2.65,0.414,50.19
Richards,DEF,CRY,4.4,8,0.0,1.0,2422,1,0,10,5,93.8,0,True,4.310487200660611,26.36363636363636,0.037159372419488,0.8409722222222222,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,116,3.1,0.705,49.91
H.Bueno,DEF,WOL,4.3,20,0.0,0.0,2126,1,2,4,4,121.0,0,True,3.090310442144873,16.976744186046513,0.1269990592662276,0.7381944444444445,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,73,2.16,0.502,49.67
Brobbey,FWD,SUN,5.3,17,0.0,3.0,1450,6,1,5,11,80.3,0,True,4.531034482758621,13.773584905660378,0.4344827586206897,0.5034722222222222,2.833333333333333,3.1666666666666665,6,1.03125,1.125,average,differential,73,2.42,0.457,49.6
Schade,MID,BRE,7.0,5,0.0,3.7,2386,7,5,10,5,152.5,0,True,4.149203688181056,15.714285714285714,0.4526404023470243,0.8284722222222223,2.5,3.5,6,1.5,1.375,average,differential,110,3.1,0.443,49.56
Anthony,MID,BUR,5.0,3,0.0,1.0,2198,7,3,4,6,148.6,0,True,4.381255686988172,21.4,0.4094631483166515,0.7631944444444444,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,107,2.88,0.576,49.52
Krejčí,DEF,WOL,4.5,20,0.0,0.5,2201,2,1,3,0,83.3,0,True,2.453430258973194,13.333333333333334,0.1226715129486597,0.7642361111111111,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,60,2.12,0.471,49.49
Bernardo,MID,MCI,6.2,13,0.0,1.0,2322,2,4,10,4,129.9,0,True,3.255813953488372,13.548387096774194,0.2325581395348837,0.80625,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,84,2.8,0.452,49.42
Onana,MID,AVL,4.8,2,0.0,2.7,1648,2,0,6,4,70.6,0,True,4.04126213592233,15.416666666666668,0.1092233009708738,0.5722222222222222,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,average,differential,74,2.34,0.487,49.24
Caicedo,MID,CHE,5.7,7,0.0,1.2,2307,3,1,6,10,91.7,0,True,3.862158647594278,17.36842105263158,0.1560468140442132,0.8010416666666667,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,99,2.96,0.519,49.14
Sessegnon,MID,FUL,5.4,10,0.0,1.7,1736,2,3,5,5,75.2,0,True,4.35483870967742,15.555555555555555,0.2592165898617511,0.6027777777777777,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,84,2.55,0.472,48.82
Yarmoliuk,MID,BRE,5.0,5,0.0,3.3,2306,1,2,7,0,70.8,0,True,3.3954900260190803,17.4,0.1170858629661752,0.8006944444444445,2.5,3.5,6,1.5,1.375,average,differential,87,2.74,0.548,48.73
Lewis-Potter,DEF,BRE,4.8,5,0.0,4.3,1512,3,2,8,3,79.2,0,True,5.714285714285714,20.0,0.2976190476190476,0.525,2.5,3.5,6,1.5,1.375,hot,differential,96,2.56,0.533,48.71
Mané,FWD,WOL,4.3,20,0.0,1.0,1361,2,2,5,6,65.2,0,True,3.637031594415871,12.790697674418606,0.2645113886847906,0.4725694444444444,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,55,1.95,0.453,48.69
Gana,MID,EVE,5.4,9,0.0,4.3,1919,2,3,5,4,82.6,0,True,3.705054715997916,14.629629629629628,0.2344971339239187,0.6663194444444445,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,hot,differential,79,2.42,0.448,48.65
Gray,MID,TOT,4.8,18,0.0,1.7,1463,2,2,5,6,52.9,0,True,3.691045796308954,12.5,0.2460697197539302,0.5079861111111111,3.0,3.0,6,1.25,1.59375,cold,differential,60,2.18,0.454,48.63
King,MID,FUL,4.4,10,0.0,5.0,1195,1,3,5,3,63.2,0,True,4.443514644351464,13.409090909090908,0.301255230125523,0.4149305555555556,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,hot,differential,59,1.9,0.432,48.55
O.Dango,MID,BRE,5.9,5,0.0,2.0,1890,5,7,5,13,122.5,0,True,5.285714285714286,18.813559322033896,0.5714285714285714,0.65625,2.5,3.5,6,1.5,1.375,cold,differential,111,3.08,0.522,48.51
Gusto,DEF,CHE,4.9,7,0.0,0.8,1866,2,3,7,7,85.6,0,True,4.485530546623794,18.97959183673469,0.2411575562700964,0.6479166666666667,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,93,2.78,0.567,48.32
Woltemade,FWD,NEW,6.7,15,0.0,2.3,1670,7,4,7,10,97.6,0,True,5.119760479041916,14.17910447761194,0.5928143712574849,0.5798611111111112,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,average,differential,95,2.87,0.428,48.24
Dunk,DEF,BHA,4.5,6,0.0,0.2,2565,0,1,6,3,83.8,0,True,2.8771929824561404,18.22222222222222,0.0350877192982456,0.890625,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,82,2.51,0.558,48.09
Hincapie,DEF,ARS,5.1,1,0.0,0.0,1499,1,2,4,6,60.7,0,True,4.442961974649767,14.50980392156863,0.1801200800533689,0.5204861111111111,3.0,3.0,6,1.9375,0.75,cold,differential,74,2.41,0.473,48.0
Tanaka,MID,LEE,4.8,11,0.0,1.5,922,2,0,3,2,46.3,0,True,4.783080260303688,10.208333333333334,0.1952277657266811,0.3201388888888888,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,49,1.66,0.346,47.89
Tolu,FWD,WOL,5.2,20,0.0,0.5,1250,3,2,3,4,86.4,0,True,4.32,11.538461538461538,0.36,0.4340277777777778,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,60,2.1,0.404,47.89
Raya,GKP,ARS,6.0,1,0.0,0.5,2880,0,0,15,6,49.4,0,True,4.0625,21.666666666666668,0.0,1.0,3.0,3.0,6,1.9375,0.75,cold,differential,130,2.47,0.412,47.86
Henderson,GKP,CRY,5.1,8,0.0,1.0,2700,0,0,10,7,71.6,0,True,3.9,22.94117647058824,0.0,0.9375,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,117,3.1,0.608,47.79
Talbi,MID,SUN,4.9,17,0.0,3.0,1328,4,2,6,6,63.4,0,True,5.150602409638554,15.510204081632653,0.4066265060240963,0.4611111111111111,2.833333333333333,3.1666666666666665,6,1.03125,1.125,average,differential,76,2.19,0.447,47.79
Georginio,MID,BHA,5.6,6,0.0,2.0,1629,3,4,6,2,93.4,0,True,4.254143646408839,13.75,0.3867403314917126,0.565625,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,77,2.44,0.436,47.73
Shaw,DEF,MUN,4.5,14,0.0,1.3,2752,0,1,6,0,81.2,0,True,2.550872093023256,17.333333333333332,0.032703488372093,0.9555555555555556,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,78,2.54,0.564,47.37
Buendía,MID,AVL,5.3,2,0.0,0.7,1465,5,2,3,8,98.1,0,True,5.160409556313993,15.849056603773583,0.4300341296928327,0.5086805555555556,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,84,2.53,0.477,47.24
Summerville,MID,WHU,5.5,19,0.0,1.0,1933,5,3,6,10,119.8,0,True,4.423176409725815,17.272727272727273,0.3724780134505949,0.6711805555555556,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,95,2.77,0.504,47.19
P.M.Sarr,MID,TOT,4.5,18,0.0,1.0,1349,2,3,3,2,62.0,0,True,4.403261675315048,14.666666666666666,0.3335804299481097,0.4684027777777778,3.0,3.0,6,1.25,1.59375,cold,differential,66,2.08,0.462,47.03
Spence,DEF,TOT,4.1,18,0.0,0.7,1820,0,0,7,1,63.5,0,True,3.0164835164835164,14.878048780487806,0.0,0.6319444444444444,3.0,3.0,6,1.25,1.59375,cold,differential,61,2.03,0.495,46.94
Muñoz,DEF,CRY,5.8,8,0.0,2.0,1869,3,3,9,8,111.3,0,True,5.441412520064206,19.48275862068965,0.2889245585874799,0.6489583333333333,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,113,3.02,0.521,46.89
Chalobah,DEF,CHE,5.4,7,0.0,0.0,2550,3,1,9,7,92.3,0,True,4.623529411764706,24.259259259259256,0.1411764705882353,0.8854166666666666,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,131,2.86,0.53,46.83
Bentancur,MID,TOT,5.2,18,0.0,1.3,1473,1,1,5,3,51.6,0,True,4.154786150712831,13.076923076923077,0.1221995926680244,0.5114583333333333,3.0,3.0,6,1.25,1.59375,cold,differential,68,2.14,0.412,46.82
Longstaff,MID,LEE,4.8,11,0.0,0.5,948,1,2,1,4,67.1,0,True,4.367088607594937,9.583333333333334,0.2848101265822785,0.3291666666666666,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,46,1.68,0.35,46.57
Estève,DEF,BUR,3.9,3,0.0,1.2,2492,0,0,3,0,78.5,0,True,2.5642054574638844,18.205128205128204,0.0,0.8652777777777778,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,71,2.32,0.595,46.37
M.Salah,MID,LIV,14.0,12,0.0,2.7,1907,6,6,7,7,183.1,0,True,4.955427372836916,7.5,0.5663345568956476,0.6621527777777778,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,105,3.14,0.224,46.28
Kerkez,DEF,LIV,5.6,12,0.0,2.3,2026,2,1,6,4,92.8,0,True,3.509378084896347,14.107142857142858,0.1332675222112536,0.7034722222222223,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,79,2.51,0.448,46.18
Ugochukwu,MID,BUR,5.0,3,0.0,1.0,2033,3,2,3,5,71.0,0,True,3.807181505164781,17.2,0.2213477619281849,0.7059027777777778,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,86,2.58,0.516,46.14
Šeško,FWD,MUN,7.3,14,0.0,1.0,1464,9,2,1,17,126.5,0,True,5.963114754098361,13.287671232876711,0.6762295081967213,0.5083333333333333,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,97,2.92,0.4,45.96
A.Jimenez,DEF,BOU,4.5,4,0.0,1.0,2135,1,2,5,2,75.8,0,True,2.8665105386416863,15.11111111111111,0.126463700234192,0.7413194444444444,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,68,2.21,0.491,45.79
Perri,GKP,LEE,4.4,11,0.0,0.0,1440,0,0,3,3,32.2,0,True,2.6875,9.772727272727272,0.0,0.5,3.333333333333333,2.6666666666666665,6,1.21875,1.53125,cold,differential,43,1.62,0.368,45.77
Reinildo,DEF,SUN,3.8,17,0.0,2.3,1518,0,2,5,6,43.9,0,True,3.4387351778656123,15.263157894736842,0.1185770750988142,0.5270833333333333,2.833333333333333,3.1666666666666665,6,1.03125,1.125,average,differential,58,1.89,0.497,45.72
Cucurella,DEF,CHE,6.0,7,0.0,0.5,2211,1,3,9,5,122.8,0,True,3.8670284938941655,15.833333333333334,0.1628222523744912,0.7677083333333333,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,95,2.78,0.463,45.59
Lammens,GKP,MUN,5.1,14,0.0,1.7,2385,0,0,5,6,48.9,0,True,2.981132075471698,15.490196078431374,0.0,0.828125,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,79,2.42,0.475,45.22
Reijnders,MID,MCI,5.0,13,0.0,0.0,1488,5,2,7,6,106.5,0,True,5.201612903225806,17.2,0.4233870967741935,0.5166666666666667,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,86,2.35,0.47,45.15
Diarra,MID,SUN,5.3,17,0.0,3.7,1189,2,5,5,3,41.4,0,True,4.3145500420521445,10.754716981132075,0.5298570227081582,0.4128472222222222,2.833333333333333,3.1666666666666665,6,1.03125,1.125,average,differential,57,1.89,0.357,44.84
Palmer,MID,CHE,10.5,7,0.0,1.8,1551,9,2,3,9,125.5,0,True,5.860735009671179,9.61904761904762,0.6382978723404255,0.5385416666666667,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,101,2.94,0.28,44.72
Burn,DEF,NEW,5.0,15,0.0,1.3,1827,0,3,6,5,62.7,0,True,3.8916256157635463,15.8,0.147783251231527,0.634375,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,79,2.39,0.478,44.46
Pau,DEF,AVL,4.3,2,0.0,2.7,1476,0,1,5,2,38.2,0,True,3.536585365853659,13.488372093023257,0.0609756097560975,0.5125,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,average,differential,58,1.82,0.423,44.24
Hinshelwood,MID,BHA,5.1,6,0.0,2.5,1318,1,5,4,2,62.6,0,True,4.3019726858877085,12.352941176470589,0.4097116843702579,0.4576388888888889,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,average,differential,63,1.97,0.386,44.17
Mac Allister,MID,LIV,6.3,12,0.0,0.7,2198,2,3,7,6,113.4,0,True,3.521383075523203,13.650793650793652,0.2047315741583257,0.7631944444444444,2.6666666666666665,3.333333333333333,6,1.625,1.3125,cold,differential,86,2.65,0.421,44.09
Sadiki,MID,SUN,4.9,17,0.0,1.3,2384,0,1,8,0,63.8,0,True,2.416107382550336,13.061224489795917,0.0377516778523489,0.8277777777777777,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,64,2.09,0.427,44.03
Tchatchoua,DEF,WOL,4.4,20,0.0,0.0,1830,0,1,3,0,72.9,0,True,2.508196721311476,11.59090909090909,0.0491803278688524,0.6354166666666666,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,51,1.7,0.386,43.96
Aina,DEF,NFO,4.7,16,0.0,2.7,1407,0,1,5,5,47.1,0,True,3.582089552238806,11.914893617021276,0.0639658848614072,0.4885416666666666,2.833333333333333,3.1666666666666665,6,1.0,1.375,average,differential,56,1.83,0.389,43.57
Tonali,MID,NEW,5.3,15,0.0,1.3,2212,0,2,7,2,96.1,0,True,3.0515370705244123,14.150943396226417,0.081374321880651,0.7680555555555556,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,75,2.35,0.443,43.42
Jensen,MID,BRE,4.9,5,0.0,3.3,1825,2,2,8,0,95.3,0,True,3.7972602739726025,15.714285714285714,0.1972602739726027,0.6336805555555556,2.5,3.5,6,1.5,1.375,average,differential,77,2.25,0.459,43.4
Souček,MID,WHU,5.7,19,0.0,1.7,1678,4,2,5,6,92.0,0,True,4.398092967818831,14.385964912280702,0.3218116805721096,0.5826388888888889,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,82,2.35,0.412,43.36
Barnes,MID,NEW,6.1,15,0.0,1.7,1757,5,0,5,8,119.5,0,True,4.405236198064883,14.098360655737704,0.2561183836084234,0.6100694444444444,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,86,2.4,0.393,43.29
Bellegarde,MID,WOL,5.1,20,0.0,1.5,1205,1,1,3,0,50.0,0,True,3.136929460580913,8.23529411764706,0.1493775933609958,0.4184027777777778,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,42,1.49,0.292,42.78
Flemming,FWD,BUR,5.3,3,0.0,2.2,1272,8,0,3,7,91.7,0,True,5.165094339622642,13.773584905660378,0.5660377358490566,0.4416666666666666,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,average,differential,73,2.16,0.408,42.73
Botman,DEF,NEW,4.9,15,0.0,2.0,1384,1,1,5,6,60.9,0,True,4.552023121387284,14.285714285714285,0.130057803468208,0.4805555555555555,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,70,2.09,0.427,42.35
Damsgaard,MID,BRE,5.6,5,0.0,2.0,1701,3,4,4,6,122.1,0,True,4.920634920634921,16.607142857142858,0.3703703703703704,0.590625,2.5,3.5,6,1.5,1.375,cold,differential,93,2.45,0.438,42.32
Hutchinson,MID,NFO,5.4,16,0.0,1.3,1341,1,5,5,3,98.6,0,True,4.362416107382551,12.037037037037036,0.4026845637583892,0.465625,2.833333333333333,3.1666666666666665,6,1.0,1.375,cold,differential,65,2.01,0.372,42.28
Amad,MID,MUN,6.2,14,0.0,1.3,1985,2,4,4,6,142.9,0,True,3.445843828715365,12.258064516129032,0.2720403022670025,0.6892361111111112,2.6666666666666665,3.333333333333333,6,1.78125,1.40625,cold,differential,76,2.37,0.382,42.23
Adams,MID,BOU,4.9,4,0.0,0.5,1457,2,1,6,3,51.7,0,True,3.829787234042553,12.653061224489797,0.185312285518188,0.5059027777777778,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,62,2.04,0.416,42.21
L.Miley,MID,NEW,4.4,15,0.0,3.3,1313,1,4,2,5,66.1,0,True,4.661081492764661,15.454545454545451,0.3427265803503427,0.4559027777777777,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,average,differential,68,1.8,0.409,41.96
Groß,MID,BHA,5.5,6,0.0,3.2,1186,1,4,4,4,81.3,0,True,4.097807757166948,9.818181818181818,0.3794266441821248,0.4118055555555555,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,average,differential,54,1.7,0.309,41.7
Smith Rowe,MID,FUL,5.6,10,0.0,1.7,1563,3,1,4,1,88.8,0,True,3.973128598848368,12.321428571428571,0.2303262955854126,0.5427083333333333,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,69,1.92,0.343,41.65
Barry,FWD,EVE,5.7,9,0.0,0.7,1645,6,0,7,7,83.0,0,True,4.212765957446808,13.508771929824562,0.3282674772036474,0.5711805555555556,2.6666666666666665,3.333333333333333,6,1.21875,1.15625,cold,differential,77,2.33,0.409,41.61
Pope,GKP,NEW,5.0,15,0.0,0.0,1966,0,1,7,3,54.1,0,True,3.75381485249237,16.4,0.0457782299084435,0.6826388888888889,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,82,2.29,0.458,41.32
Mitoma,MID,BHA,6.1,6,0.0,2.0,1486,3,1,4,2,92.8,0,True,3.5127860026917896,9.508196721311476,0.2422611036339165,0.5159722222222223,2.833333333333333,3.1666666666666665,6,1.34375,1.15625,cold,differential,58,1.89,0.31,41.18
Bergvall,MID,TOT,5.2,18,0.0,2.3,918,1,3,3,0,37.4,0,True,4.509803921568627,8.846153846153847,0.3921568627450981,0.31875,3.0,3.0,6,1.25,1.59375,average,differential,46,1.49,0.287,41.14
Hall,DEF,NEW,5.4,15,0.0,1.0,1884,1,2,4,4,99.7,0,True,3.535031847133758,13.703703703703702,0.143312101910828,0.6541666666666667,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,74,2.18,0.404,40.93
Lukić,MID,FUL,4.9,10,0.0,1.0,1370,1,3,5,3,74.3,0,True,3.547445255474453,11.020408163265303,0.2627737226277372,0.4756944444444444,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,54,1.84,0.376,40.73
Armstrong,FWD,WOL,5.2,20,0.0,2.0,727,1,2,3,0,21.5,0,True,2.97111416781293,4.615384615384615,0.3713892709766162,0.2524305555555555,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,24,1.23,0.237,40.55
Danso,DEF,TOT,4.2,18,0.0,2.0,1039,0,0,2,1,33.0,0,True,3.551491819056785,9.76190476190476,0.0,0.3607638888888889,3.0,3.0,6,1.25,1.59375,cold,differential,41,1.35,0.321,40.45
Rodrigo,MID,MCI,6.3,13,0.0,1.0,1333,1,0,5,5,80.6,0,True,4.051012753188297,9.523809523809524,0.0675168792198049,0.4628472222222222,2.857142857142857,3.142857142857143,7,2.032258064516129,0.9032258064516128,cold,differential,60,1.9,0.302,39.93
Hee Chan,MID,WOL,5.6,20,0.0,1.0,1178,2,1,2,0,42.8,0,True,3.514431239388794,8.214285714285715,0.2292020373514431,0.4090277777777777,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,46,1.33,0.238,39.72
Tel,MID,TOT,6.2,18,0.0,1.3,953,3,1,1,5,76.9,0,True,5.477439664218259,9.35483870967742,0.3777544596012592,0.3309027777777777,3.0,3.0,6,1.25,1.59375,cold,differential,58,1.6,0.258,39.72
Adli,MID,BOU,5.4,4,0.0,0.5,1024,3,2,3,4,73.3,0,True,5.537109375,11.666666666666666,0.439453125,0.3555555555555555,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,63,1.88,0.348,39.62
Christie,MID,BOU,4.9,4,0.0,3.2,844,2,1,3,2,51.9,0,True,4.90521327014218,9.387755102040815,0.3199052132701421,0.2930555555555555,2.833333333333333,3.1666666666666665,6,1.5,1.53125,average,differential,46,1.42,0.29,39.35
Sarr,MID,CRY,6.3,8,0.0,0.5,1752,7,1,9,9,99.7,0,True,4.828767123287672,14.92063492063492,0.4109589041095891,0.6083333333333333,2.4285714285714284,3.571428571428572,7,1.1290322580645162,1.1612903225806452,cold,differential,94,2.56,0.406,38.88
Toti,DEF,WOL,4.2,20,0.0,1.5,1129,0,0,1,0,35.3,0,True,2.471213463241807,7.3809523809523805,0.0,0.3920138888888889,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,31,1.05,0.25,38.82
Walker,DEF,BUR,4.4,3,0.0,0.5,2555,0,2,4,3,64.3,0,True,2.219178082191781,14.318181818181817,0.0704500978473581,0.8871527777777778,2.6666666666666665,3.333333333333333,6,1.03125,1.96875,cold,differential,63,1.89,0.43,38.71
Isidor,FWD,SUN,5.0,17,0.0,0.3,1057,4,1,4,7,57.6,0,True,5.193945127719963,12.2,0.4257332071901609,0.3670138888888888,2.833333333333333,3.1666666666666665,6,1.03125,1.125,cold,differential,61,1.77,0.354,38.68
Kolo Muani,FWD,TOT,6.9,18,0.0,1.3,1369,1,1,3,1,59.3,0,True,2.9583637691745803,6.521739130434782,0.1314828341855368,0.4753472222222222,3.0,3.0,6,1.25,1.59375,cold,differential,45,1.54,0.223,38.55
Chukwueze,MID,FUL,5.3,10,0.0,1.0,857,3,4,1,1,75.8,0,True,5.670945157526255,10.18867924528302,0.73512252042007,0.2975694444444444,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,cold,differential,54,1.69,0.319,38.45
Tielemans,MID,AVL,5.9,2,0.0,1.0,1408,0,4,4,3,94.6,0,True,3.515625,9.322033898305085,0.2556818181818182,0.4888888888888889,2.833333333333333,3.1666666666666665,6,1.34375,1.1875,cold,differential,55,1.75,0.297,38.38
Wan-Bissaka,DEF,WHU,4.1,19,0.0,0.0,1903,0,3,3,0,73.0,0,True,2.979506043089858,15.365853658536588,0.1418812401471361,0.6607638888888889,2.6666666666666665,3.333333333333333,6,1.25,1.78125,cold,differential,63,1.86,0.454,38.26
R.Gomes,DEF,WOL,4.4,20,0.0,0.5,651,3,0,0,0,42.3,0,True,4.976958525345622,8.181818181818182,0.4147465437788018,0.2260416666666666,3.1666666666666665,2.833333333333333,6,0.75,1.8125,cold,differential,36,1.15,0.261,38.2
Fofana,DEF,CHE,4.4,7,0.0,1.5,1407,0,1,4,3,50.8,0,True,3.773987206823028,13.409090909090908,0.0639658848614072,0.4885416666666666,2.6666666666666665,3.333333333333333,6,1.65625,1.28125,cold,differential,59,1.71,0.389,38.12
Castagne,DEF,FUL,4.3,10,0.0,3.0,1396,0,1,1,0,64.5,0,True,2.51432664756447,9.069767441860463,0.0644699140401146,0.4847222222222222,2.833333333333333,3.1666666666666665,6,1.34375,1.4375,average,differential,39,1.27,0.295,38.11
Hermansen,GKP,WHU,4.2,19,0.0,3.0,1080,0,0,5,8,30.0,0,True,4.333333333333333,12.38095238095238,0.0,0.375,2.6666666666666665,3.333333333333333,6,1.25,1.78125,average,differential,52,1.48,0.352,38.04
Osula,FWD,NEW,5.4,15,0.0,5.0,454,4,1,1,4,26.6,0,True,8.920704845814978,8.333333333333332,0.9911894273127754,0.1576388888888888,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,hot,differential,45,1.34,0.248,37.9
Brooks,MID,BOU,5.0,4,0.0,0.8,1085,1,2,4,4,93.5,0,True,4.147465437788019,10.0,0.2488479262672811,0.3767361111111111,2.833333333333333,3.1666666666666665,6,1.5,1.53125,cold,differential,50,1.61,0.322,37.65
J.Murphy,MID,NEW,5.9,15,0.0,1.0,1354,3,1,7,2,92.1,0,True,4.453471196454949,11.35593220338983,0.2658788774002954,0.4701388888888889,2.6666666666666665,3.333333333333333,6,1.40625,1.46875,cold,differential,67,1.93,0.327,37.52
C.Jones,MID,LIV,5.4,12,0.0,2.3,1387,0,2,3,3,78.1,0,True,3.568853640951694,10.185185185185183,0.129776496034607,0.4815972222222222,2.6666666666666665,3.333333333333333,6,1.625,1.3125,average,differential,55,1.67,0.309,37.34
Solanke,FWD,TOT,7.2,18,0.0,2.0,958,3,0,0,4,55.7,0,True,3.663883089770355,5.416666666666667,0.2818371607515658,0.3326388888888889,3.0,3.0,6,1.25,1.59375,cold,differential,39,1.31,0.182,37.14
